player_name,player_url,club,position,nationality,kit_number,age,rating,matches_played,minutes,minutes_per90,annual_salary,matches_started,matches_subbed_in,matches_subbed_out,goals_scored,goals_scored_per90,goal_involvement,goal_involvement_per90,goals_at_home,goals_at_home_per90,goals_at_away,goals_at_away_per90,expected_goals_xg,expected_goals_xg_per90,non-penalty_xg_npxg,non-penalty_xg_npxg_per90,penalties_scored,hat-tricks,3_or_more_goals,2_or_more_goals,minutes_per_goal,shots_taken,shots_taken_per90,shots_on_target,shots_on_target_per90,shots_off_target,shots_off_target_per90,hit_the_woodwork,hit_the_woodwork_per90,shot_conversion_rate,shot_accuracy,shots_per_goal_scored,assists,assists_per90,expected_assists_xa,expected_assists_xa_per90,passes,passes_per90,successful_passes,successful_passes_per90,pass_completion_rate,key_passes,key_passes_per90,crosses,crosses_per90,successful_crosses,successful_crosses_per90,cross_completion_rate,minutes_per_assist,dribbles,dribbles_per90,successful_dribbles,successful_dribbles_per90,dribble_success_rate,dispossesed,dispossesed_per90,offsides,offsides_per90,yellow_cards,red_cards,total_cards,total_cards_per90,minutes_per_booking,cards_over_0.5,cards_over_0.5_per90,fouls_committed,fouls_committed_per90,fouled_against,fouled_against_per90,goals_conceded,goals_conceded_per90,minutes_per_goal_conceded,clean_sheets,clean_sheets_per90,tackles,tackles_per90,interceptions,interceptions_per90,ground_duels,ground_duels_per90,ground_duels_won,ground_duels_won_per90,aerial_duels_won,aerial_duels_won_per90,dribbled_past,dribbled_past_per90,clearances,clearances_per90,shots_blocked,shots_blocked_per90,penalties_given_away,penalties_given_away_per90,penalty_conversion_rate,penalty_conversion_rate_per90,penalties_taken,penalties_taken_per90,penalties_scored_per90,penalties_missed,penalties_missed_per90,shots_faced,shots_faced_per90,saves,saves_per90,save_percentage,save_percentage_per90,punches,punches_per90
Hamza Semmoumy,https://footystats.org/players/morocco/hamza-semmoumy,"Olympic SafiPosition : DefenderNationality : MoroccoKit Number : #31Age : 33 (November 13, 1992)Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoKit Number : #31Age : 33 (November 13, 1992)Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #31Age : 33 (November 13, 1992)Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,33.0,61.0,3,181,60 min' per appearance,"€35,000",2,1,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.12,0.06,58,28.84,41/ 58,20.39,70.69%,1,0.5,0,0.0,0/ 0,0.0,0.00%,No Assists,1,0.5,0.0,0.0,0.00%,1,0.5,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,1,0.5,2,0.99,1,0.5,181 min',1,33%,5,2.49,5,2.49,5,2.49,3,1.49,0,0.0,2,0.99,9,4.48,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Mohamed Bouchouari,https://footystats.org/players/belgium/mohamed-bouchouari,"Wydad CasablancaNational Team : Belgium U19Position : DefenderNationality : BelgiumKit Number : #34Age : 25 (November 15, 2000)Annual Salary (Euros) : €140,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : BelgiumKit Number : #34Age : 25 (November 15, 2000)Annual Salary (Euros) : €140,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","BelgiumKit Number : #34Age : 25 (November 15, 2000)Annual Salary (Euros) : €140,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,25.0,64.0,3,225,75 min' per appearance,"€140,000",3,0,1,1,0.4,1,0.4,1,1.01,0,0.0,0.81,0.32,0.81,0.32,0,0,0,0,225 min' / goal,3,1.2,1/ 3,0.4,2/ 3,0.8,0 times,0.0,33.33%,33.33%,3.0,0,0.0,0.33,0.13,99,39.6,72/ 99,28.8,72.73%,4,1.6,9,3.6,2/ 9,0.8,22.22%,No Assists,3,1.2,2.0,0.8,66.67%,1,0.4,0.0,0.0,1,0,1,0.4,225 min' / card,1,33%,5,2.0,1,0.4,0,0.0,0 min',3,100%,3,1.2,5,2.0,15,6.0,6,2.4,0,0.0,3,1.2,3,1.2,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Ousmane Diallo,https://footystats.org/players/mali/ousmane-diallo,"CR Khemis ZemamraNational Team : MaliPosition : DefenderNationality : MaliKit Number : #3Annual Salary (Euros) : €60,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MaliKit Number : #3Annual Salary (Euros) : €60,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MaliKit Number : #3Annual Salary (Euros) : €60,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,66.0,6,461,77 min' per appearance,"€60,000",5,1,0,1,0.2,1,0.2,0,0.0,1,0.32,0.64,0.12,0.64,0.12,0,0,0,0,461 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,2,0,2,0.39,231 min' / card,2,33%,0,0.0,0,0.0,7,1.37,66 min',1,17%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Abdelhak Assal,https://footystats.org/players/morocco/abdelhak-assal,"RSB BerkaneNational Team : MoroccoPosition : DefenderNationality : MoroccoKit Number : #15Age : 27 (June 8, 1998)Annual Salary (Euros) : €240,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoKit Number : #15Age : 27 (June 8, 1998)Annual Salary (Euros) : €240,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #15Age : 27 (June 8, 1998)Annual Salary (Euros) : €240,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,27.0,36.0,10,856,86 min' per appearance,"€240,000",10,0,1,0,0.0,1,0.11,0,0.0,0,0.0,0.08,0.01,0.08,0.01,0,0,0,0,0 min' / goal,2,0.21,0/ 2,0.0,2/ 2,0.21,0 times,0.0,0.00%,0.00%,0.0,1,0.11,1.75,0.18,618,64.98,545/ 618,57.3,88.19%,2,0.21,1,0.11,0/ 1,0.0,0.00%,856 min' / assist,6,0.63,3.0,0.32,50.00%,1,0.11,1.0,0.11,2,0,2,0.21,428 min' / card,2,20%,8,0.84,7,0.74,7,0.74,122 min',5,50%,19,2.0,15,1.58,66,6.94,41,4.31,13,1.37,2,0.21,39,4.1,5,0.53,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Yassine Kordani,https://footystats.org/players/morocco/yassine-kordani,"Olympic SafiPosition : DefenderNationality : MoroccoBirthplace : Morocco - MoroccoKit Number : #15Annual Salary (Euros) : €65,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoBirthplace : Morocco - MoroccoKit Number : #15Annual Salary (Euros) : €65,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoBirthplace : Morocco - MoroccoKit Number : #15Annual Salary (Euros) : €65,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,57.0,7,373,53 min' per appearance,"€65,000",4,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.21,0.05,127,29.01,97/ 127,22.16,76.38%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,2,0.46,3,0.69,2,0.48,187 min',2,28%,1,0.23,9,2.06,16,3.65,9,2.06,6,1.37,4,0.91,21,4.8,4,0.91,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Ayoub Ayoub Sahnoune,https://footystats.org/players/morocco/ayoub-ayoub-sahnoune,"Hassania AgadirPosition : DefenderNationality : MoroccoKit Number : #45Age : 20 (March 15, 2006)Height : 189cmAnnual Salary (Euros) : €15,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoKit Number : #45Age : 20 (March 15, 2006)Height : 189cmAnnual Salary (Euros) : €15,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #45Age : 20 (March 15, 2006)Height : 189cmAnnual Salary (Euros) : €15,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,20.0,35.0,8,705,88 min' per appearance,"€15,000",8,0,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,3,0,3,0.38,235 min' / card,3,38%,0,0.0,0,0.0,6,0.77,118 min',4,50%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Tahar Ahmed Madeira El Khalej,https://footystats.org/players/morocco/tahar-ahmed-madeira-el-khalej,"UTS RabatPosition : DefenderNationality : MoroccoKit Number : #4Age : 28 (November 4, 1997)Annual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoKit Number : #4Age : 28 (November 4, 1997)Annual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #4Age : 28 (November 4, 1997)Annual Salary (Euros) : €55,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,28.0,63.0,5,405,81 min' per appearance,"€55,000",5,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,1,2,0.44,203 min' / card,0,0%,0,0.0,0,0.0,6,1.33,68 min',0,0%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Walid Atik,https://footystats.org/players/morocco/walid-atik,"Olympic SafiPosition : DefenderNationality : MoroccoKit Number : #3Age : 24 (August 28, 2001)Height : 176cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoKit Number : #3Age : 24 (August 28, 2001)Height : 176cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #3Age : 24 (August 28, 2001)Height : 176cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,24.0,43.0,5,341,68 min' per appearance,,4,1,2,0,0.0,1,0.26,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.26,0.87,0.31,81,29.04,62/ 81,22.23,76.54%,4,1.43,10,3.59,2/ 10,0.72,20.00%,341 min' / assist,1,0.36,1.0,0.36,100.00%,1,0.36,0.0,0.0,1,0,1,0.26,341 min' / card,1,20%,1,0.36,2,0.72,1,0.26,341 min',1,20%,7,2.51,1,0.36,17,6.1,11,3.94,1,0.36,2,0.72,7,2.51,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Ayman El Wafi,https://footystats.org/players/morocco/ayman-el-wafi,"Wydad CasablancaNational Team : Morocco U23Position : DefenderNationality : MoroccoKit Number : #5Age : 21 (May 11, 2004)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoKit Number : #5Age : 21 (May 11, 2004)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #5Age : 21 (May 11, 2004)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,21.0,54.0,3,244,81 min' per appearance,,3,0,4,0,0.0,0,0.0,0,0.0,0,0.0,0.11,0.04,0.11,0.04,0,0,0,0,0 min' / goal,2,0.74,0/ 2,0.0,2/ 2,0.74,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.21,0.08,89,32.83,78/ 89,28.77,87.64%,1,0.37,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,1,0.37,0.0,0.0,1,0,1,0.37,244 min' / card,1,33%,1,0.37,2,0.74,2,0.74,122 min',1,33%,0,0.0,3,1.11,17,6.27,9,3.32,7,2.58,0,0.0,18,6.64,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Ayoub Bouzidi,https://footystats.org/players/morocco/ayoub-bouzidi,"Yacoub El MansourPosition : DefenderNationality : MoroccoKit Number : #6Age : 31 (December 9, 1994)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoKit Number : #6Age : 31 (December 9, 1994)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #6Age : 31 (December 9, 1994)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,31.0,,5,251,50 min' per appearance,,2,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,2,0,2,0.72,126 min' / card,1,20%,0,0.0,0,0.0,5,1.79,50 min',0,0%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Youssef Limouri,https://footystats.org/players/morocco/youssef-limouri,"CODM MeknèsPosition : DefenderNationality : MoroccoBirthplace : Rabat - MoroccoKit Number : #5Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoBirthplace : Rabat - MoroccoKit Number : #5Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoBirthplace : Rabat - MoroccoKit Number : #5Annual Salary (Euros) : €35,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,39.0,1,46,46 min' per appearance,"€35,000",7,0,2,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,Not Recorded,0.0,,0.0,,0,0.0,,0.0,0,0,0,0.0,No Bookings,2,29%,0,0.0,0,0.0,3,5.87,15 min',0,0%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,66.67%,0,3,2,0,1,,,,,,,,
Yunis Abdelhamid,https://footystats.org/players/morocco/yunis-abdelhamid,"FAR RabatNational Team : MoroccoPosition : Defender - Centre BackNationality : MoroccoFoot : RightKit Number : #5Age : 38 (September 28, 1987)Height : 190cmWeight : 83kgGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Defender - Centre BackNationality : MoroccoFoot : RightKit Number : #5Age : 38 (September 28, 1987)Height : 190cmWeight : 83kgGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoFoot : RightKit Number : #5Age : 38 (September 28, 1987)Height : 190cmWeight : 83kgGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,38.0,33.0,8,373,47 min' per appearance,,5,3,2,0,0.0,0,0.0,0,0.0,0,0.0,0.05,0.01,0.05,0.01,0,0,0,0,0 min' / goal,1,0.24,0/ 1,0.0,1/ 1,0.24,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.44,0.11,198,47.77,176/ 198,42.47,88.89%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,1.0,0.24,1,0,1,0.24,373 min' / card,1,12%,7,1.69,2,0.48,2,0.48,187 min',4,50%,5,1.21,11,2.65,23,5.55,13,3.14,6,1.45,2,0.48,20,4.83,3,0.72,0,0.0,No Pens,100%,0,1,1,0,0,,,,,,,,
Ayman Chbani,https://footystats.org/players/morocco/ayman-chbani,"Maghreb FèsPosition : DefenderNationality : MoroccoKit Number : #5Age : 27 (July 1, 1998)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoKit Number : #5Age : 27 (July 1, 1998)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #5Age : 27 (July 1, 1998)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,27.0,15.0,10,786,79 min' per appearance,,8,2,0,1,0.11,1,0.11,1,0.32,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,786 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,0,1,0.11,786 min' / card,1,10%,0,0.0,0,0.0,4,0.46,197 min',5,50%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Reda Ait Boughima,https://footystats.org/players/morocco/reda-ait-boughima,"CR Khemis ZemamraPosition : DefenderNationality : MoroccoKit Number : #66Age : 25 (December 21, 2000)Height : 181cmAnnual Salary (Euros) : €50,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoKit Number : #66Age : 25 (December 21, 2000)Height : 181cmAnnual Salary (Euros) : €50,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #66Age : 25 (December 21, 2000)Height : 181cmAnnual Salary (Euros) : €50,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,25.0,12.0,11,845,77 min' per appearance,"€50,000",9,1,0,2,0.21,2,0.21,0,0.0,2,0.65,0.0,0.0,0.0,0.0,0,0,0,0,423 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,5,0,5,0.53,169 min' / card,4,36%,0,0.0,0,0.0,4,0.43,211 min',5,45%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Houari Ferhani,https://footystats.org/players/algeria/houari-ferhani,"Olympic SafiNational Team : AlgeriaPosition : DefenderNationality : AlgeriaKit Number : #13Age : 33 (February 11, 1993)Height : 168cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : AlgeriaKit Number : #13Age : 33 (February 11, 1993)Height : 168cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","AlgeriaKit Number : #13Age : 33 (February 11, 1993)Height : 168cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,33.0,25.0,8,705,88 min' per appearance,,8,0,2,0,0.0,0,0.0,0,0.0,0,0.0,0.1,0.01,0.1,0.01,0,0,0,0,0 min' / goal,2,0.26,0/ 2,0.0,2/ 2,0.26,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.62,0.08,234,29.87,163/ 234,20.81,69.66%,6,0.77,8,1.02,3/ 8,0.38,37.50%,No Assists,2,0.26,0.0,0.0,0.00%,3,0.38,2.0,0.26,4,0,4,0.51,176 min' / card,4,50%,11,1.4,9,1.15,5,0.64,141 min',2,25%,18,2.3,10,1.28,74,9.45,36,4.6,9,1.15,2,0.26,18,2.3,2,0.26,0,0.0,No Pens,100%,0,1,1,0,0,,,,,,,,
Yassine Marsile,https://footystats.org/players/morocco/yassine-marsile,"Yacoub El MansourPosition : DefenderNationality : MoroccoKit Number : #3GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoKit Number : #3GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #3GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,,3,226,75 min' per appearance,,3,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,0,0.0,0,0.0,4,1.59,57 min',0,0%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Abdessamad Badaoui,https://footystats.org/players/morocco/abdessamad-badaoui,"CR Khemis ZemamraNational Team : Raja CasablancaPosition : DefenderNationality : MoroccoKit Number : #99Age : 26 (August 24, 1999)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoKit Number : #99Age : 26 (August 24, 1999)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #99Age : 26 (August 24, 1999)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,26.0,45.0,5,348,70 min' per appearance,,4,1,3,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,0,1,0.26,348 min' / card,1,20%,0,0.0,0,0.0,4,1.03,87 min',1,20%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Mohamed Ayman Sadil,https://footystats.org/players/morocco/mohamed-ayman-sadil,"RSB BerkanePosition : DefenderNationality : MoroccoKit Number : #3Age : 31 (June 10, 1994)Annual Salary (Euros) : €50,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","DefenderNationality : MoroccoKit Number : #3Age : 31 (June 10, 1994)Annual Salary (Euros) : €50,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #3Age : 31 (June 10, 1994)Annual Salary (Euros) : €50,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,31.0,28.0,4,342,86 min' per appearance,"€50,000",4,0,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.27,0.07,141,37.11,108/ 141,28.42,76.60%,1,0.26,2,0.53,0/ 2,0.0,0.00%,No Assists,1,0.26,0.0,0.0,0.00%,1,0.26,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,3,0.79,5,1.32,2,0.53,171 min',3,75%,5,1.32,7,1.84,20,5.26,13,3.42,3,0.79,1,0.26,9,2.37,1,0.26,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
