player_name,player_url,club,position,nationality,kit_number,age,rating,matches_played,minutes,minutes_per90,annual_salary,matches_started,matches_subbed_in,matches_subbed_out,goals_scored,goals_scored_per90,goal_involvement,goal_involvement_per90,goals_at_home,goals_at_home_per90,goals_at_away,goals_at_away_per90,expected_goals_xg,expected_goals_xg_per90,non-penalty_xg_npxg,non-penalty_xg_npxg_per90,penalties_scored,hat-tricks,3_or_more_goals,2_or_more_goals,minutes_per_goal,shots_taken,shots_taken_per90,shots_on_target,shots_on_target_per90,shots_off_target,shots_off_target_per90,hit_the_woodwork,hit_the_woodwork_per90,shot_conversion_rate,shot_accuracy,shots_per_goal_scored,assists,assists_per90,expected_assists_xa,expected_assists_xa_per90,passes,passes_per90,successful_passes,successful_passes_per90,pass_completion_rate,key_passes,key_passes_per90,crosses,crosses_per90,successful_crosses,successful_crosses_per90,cross_completion_rate,minutes_per_assist,dribbles,dribbles_per90,successful_dribbles,successful_dribbles_per90,dribble_success_rate,dispossesed,dispossesed_per90,offsides,offsides_per90,yellow_cards,red_cards,total_cards,total_cards_per90,minutes_per_booking,cards_over_0.5,cards_over_0.5_per90,fouls_committed,fouls_committed_per90,fouled_against,fouled_against_per90,goals_conceded,goals_conceded_per90,minutes_per_goal_conceded,clean_sheets,clean_sheets_per90,tackles,tackles_per90,interceptions,interceptions_per90,ground_duels,ground_duels_per90,ground_duels_won,ground_duels_won_per90,aerial_duels_won,aerial_duels_won_per90,dribbled_past,dribbled_past_per90,clearances,clearances_per90,shots_blocked,shots_blocked_per90,penalties_given_away,penalties_given_away_per90,penalty_conversion_rate,penalty_conversion_rate_per90,penalties_taken,penalties_taken_per90,penalties_scored_per90,penalties_missed,penalties_missed_per90,shots_faced,shots_faced_per90,saves,saves_per90,save_percentage,save_percentage_per90,punches,punches_per90
Bart Meijers,https://footystats.org/players/netherlands/bart-meijers,"Wydad CasablancaPosition : Defender - Center BackNationality : NetherlandsBirthplace : Breda - NetherlandsKit Number : #22Age : 29 (January 10, 1997)Height : 185cmWeight : 77kgAnnual Salary (Euros) : €180,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Defender - Center BackNationality : NetherlandsBirthplace : Breda - NetherlandsKit Number : #22Age : 29 (January 10, 1997)Height : 185cmWeight : 77kgAnnual Salary (Euros) : €180,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","NetherlandsBirthplace : Breda - NetherlandsKit Number : #22Age : 29 (January 10, 1997)Height : 185cmWeight : 77kgAnnual Salary (Euros) : €180,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,29.0,30.0,1,90,90 min' per appearance,"€180,000",1,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.14,0.14,79,79.0,76/ 79,76.0,96.20%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,1,1.0,1,1.0,0,0.0,0 min',1,100%,1,1.0,0,0.0,6,6.0,4,4.0,2,2.0,0,0.0,4,4.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Anas Soufeir,https://footystats.org/players/morocco/anas-soufeir,"Olympic SafiPosition : MidfielderNationality : MoroccoKit Number : #54Annual Salary (Euros) : €28,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #54Annual Salary (Euros) : €28,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #54Annual Salary (Euros) : €28,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,,2,30,15 min' per appearance,"€28,000",0,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.01,0.03,9,27.0,5/ 9,15.0,55.56%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,2,6.0,1,3.0,1,3.0,30 min',1,50%,0,0.0,0,0.0,1,3.0,0,0.0,0,0.0,0,0.0,2,6.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Mouad Goullous,https://footystats.org/players/morocco/mouad-goullous,"CODM MeknèsPosition : MidfielderNationality : MoroccoBirthplace : Casablanca - MoroccoKit Number : #10Annual Salary (Euros) : €30,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoBirthplace : Casablanca - MoroccoKit Number : #10Annual Salary (Euros) : €30,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoBirthplace : Casablanca - MoroccoKit Number : #10Annual Salary (Euros) : €30,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,,6,246,41 min' per appearance,"€30,000",2,4,2,0,0.0,1,0.37,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.37,0.64,0.21,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,246 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,0,0.0,0,0.0,3,1.1,82 min',3,50%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Mohssine Abba,https://footystats.org/players/morocco/mohssine-abba,"Olympique DcheïraPosition : ForwardNationality : MoroccoBirthplace : Morocco - MoroccoKit Number : #77Annual Salary (Euros) : €28,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","ForwardNationality : MoroccoBirthplace : Morocco - MoroccoKit Number : #77Annual Salary (Euros) : €28,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoBirthplace : Morocco - MoroccoKit Number : #77Annual Salary (Euros) : €28,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,135.0,10,276,28 min' per appearance,"€28,000",2,8,2,0,0.0,1,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.33,0.58,0.21,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,276 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,2,0,2,0.65,138 min' / card,2,20%,0,0.0,0,0.0,4,1.3,69 min',1,10%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Abderrazak Nakous,https://footystats.org/players/morocco/abderrazak-nakous,"Difaâ El JadidaPosition : MidfielderNationality : MoroccoKit Number : #17GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #17GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #17GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,14.0,7,290,41 min' per appearance,,2,5,3,1,0.31,2,0.62,0,0.0,1,0.54,0.0,0.0,0.0,0.0,0,0,0,0,290 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.31,0.54,0.15,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,290 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,0,1,0.31,290 min' / card,0,0%,0,0.0,0,0.0,5,1.55,58 min',3,43%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Youssef Arbidi,https://footystats.org/players/morocco/youssef-arbidi,"Hassania AgadirPosition : MidfielderNationality : MoroccoKit Number : #26Age : 30 (November 25, 1995)Height : 171cmWeight : 65kgGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #26Age : 30 (November 25, 1995)Height : 171cmWeight : 65kgGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #26Age : 30 (November 25, 1995)Height : 171cmWeight : 65kgGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,30.0,15.0,6,297,50 min' per appearance,,3,3,1,0,0.0,1,0.3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.3,0.62,0.22,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,297 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,0,1,0.3,297 min' / card,1,17%,0,0.0,0,0.0,4,1.21,74 min',1,17%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Hamza El Moudene,https://footystats.org/players/morocco/hamza-el-moudene,"Ittihad TangerPosition : MidfielderNationality : MoroccoKit Number : #21GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #21GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #21GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,21.0,8,321,40 min' per appearance,,4,4,4,0,0.0,1,0.28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.28,0.6,0.17,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,321 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,2,0,2,0.56,161 min' / card,2,25%,0,0.0,0,0.0,2,0.56,161 min',2,25%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Oussama Hafari,https://footystats.org/players/morocco/oussama-hafari,"Kawkab MarrakechPosition : ForwardNationality : MoroccoKit Number : #99Annual Salary (Euros) : €30,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","ForwardNationality : MoroccoKit Number : #99Annual Salary (Euros) : €30,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #99Annual Salary (Euros) : €30,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,41.0,10,331,33 min' per appearance,"€30,000",2,7,2,1,0.27,2,0.54,1,0.63,0,0.0,0.59,0.22,0.59,0.22,0,0,0,0,331 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.27,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,331 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,2,0,2,0.54,166 min' / card,1,10%,0,0.0,0,0.0,1,0.27,331 min',4,40%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,100%,0,2,2,0,0,,,,,,,,
Oussama Zemraoui,https://footystats.org/players/morocco/oussama-zemraoui,"Al MasryPosition : MidfielderNationality : MoroccoKit Number : #27Age : 24 (March 1, 2002)Annual Salary (Euros) : €150,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #27Age : 24 (March 1, 2002)Annual Salary (Euros) : €150,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #27Age : 24 (March 1, 2002)Annual Salary (Euros) : €150,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,24.0,240.0,2,93,47 min' per appearance,,3,0,1,0,0.0,0,0.0,0,0.0,0,0.0,0.37,0.16,0.37,0.16,0,0,0,0,0 min' / goal,5,2.23,1/ 5,0.45,4/ 5,1.78,0 times,0.0,0.00%,20.00%,0.0,0,0.0,0.28,0.12,81,36.09,66/ 81,29.41,81.48%,4,1.78,2,0.89,0/ 2,0.0,0.00%,No Assists,Not Recorded,1.34,,1.34,,6,2.67,,0.0,0,0,0,0.0,No Bookings,0,0%,3,1.34,5,2.23,1,0.97,93 min',1,50%,4,1.78,2,0.89,24,10.69,12,5.35,0,0.0,2,0.89,0,0.0,0,0.0,0,0.0,No Pens,100%,0,2,2,0,0,,,,,,,,
Mohamed Morabit,https://footystats.org/players/morocco/mohamed-morabit,"RSB BerkaneNational Team : RSB BerkanePosition : MidfielderNationality : MoroccoKit Number : #10Age : 27 (September 11, 1998)Annual Salary (Euros) : €190,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #10Age : 27 (September 11, 1998)Annual Salary (Euros) : €190,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #10Age : 27 (September 11, 1998)Annual Salary (Euros) : €190,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,27.0,27.0,4,33,8 min' per appearance,"€190,000",1,3,3,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.04,0.11,25,66.18,19/ 25,50.29,76.00%,0,0.0,1,2.65,0/ 1,0.0,0.00%,No Assists,1,2.65,0.0,0.0,0.00%,1,2.65,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,0,0.0,0,0.0,0,0.0,0 min',3,75%,2,5.29,0,0.0,5,13.24,3,7.94,1,2.65,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Mamadou Lamine Camara,https://footystats.org/players/senegal/mamadou-lamine-camara,"RSB BerkaneNational Team : SenegalPosition : MidfielderNationality : SenegalKit Number : #6Age : 23 (January 5, 2003)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : SenegalKit Number : #6Age : 23 (January 5, 2003)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","SenegalKit Number : #6Age : 23 (January 5, 2003)GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,23.0,31.0,1,83,83 min' per appearance,,5,0,3,0,0.0,0,0.0,0,0.0,0,0.0,0.36,0.07,0.36,0.07,0,0,0,0,0 min' / goal,5,1.02,1/ 5,0.2,4/ 5,0.82,0 times,0.0,0.00%,20.00%,0.0,0,0.0,0.59,0.12,227,46.33,189/ 227,38.57,83.26%,3,0.61,3,0.61,0/ 3,0.0,0.00%,No Assists,Not Recorded,0.82,,0.61,,2,0.41,,0.2,0,0,0,0.0,No Bookings,0,0%,2,0.41,9,1.84,0,0.0,0 min',1,100%,7,1.43,8,1.63,50,10.2,40,8.16,21,4.29,3,0.61,7,1.43,0,0.0,0,0.0,No Pens,0%,0,1,0,0,1,,,,,,,,
Mohcine Bouriga,https://footystats.org/players/morocco/mohcine-bouriga,"FAR RabatPosition : MidfielderNationality : MoroccoKit Number : #9Annual Salary (Euros) : €140,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #9Annual Salary (Euros) : €140,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #9Annual Salary (Euros) : €140,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,36.0,5,91,18 min' per appearance,"€140,000",2,3,4,1,0.99,1,0.99,1,1.02,0,0.0,0.84,0.82,0.84,0.82,0,0,0,0,91 min' / goal,2,1.96,2/ 2,1.96,0/ 2,0.0,0 times,0.0,50.00%,100.00%,2.0,0,0.0,0.14,0.14,25,24.46,18/ 25,17.61,72.00%,3,2.93,1,0.98,0/ 1,0.0,0.00%,No Assists,2,1.96,1.0,0.98,50.00%,0,0.0,1.0,0.98,0,0,0,0.0,No Bookings,0,0%,3,2.93,2,1.96,0,0.0,0 min',3,60%,1,0.98,0,0.0,20,19.57,12,11.74,8,7.83,0,0.0,1,0.98,0,0.0,0,0.0,No Pens,100%,0,3,3,0,0,,,,,,,,
Mustapha Sahd,https://footystats.org/players/morocco/mustapha-sahd,"CODM MeknèsPosition : ForwardNationality : MoroccoBirthplace : Morocco - MoroccoKit Number : #9GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","ForwardNationality : MoroccoBirthplace : Morocco - MoroccoKit Number : #9GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoBirthplace : Morocco - MoroccoKit Number : #9GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,69.0,10,479,48 min' per appearance,,5,5,1,1,0.19,2,0.38,0,0.0,1,0.4,0.0,0.0,0.0,0.0,0,0,0,0,479 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.19,0.55,0.11,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,479 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,2,0,2,0.38,240 min' / card,1,10%,0,0.0,0,0.0,4,0.75,120 min',5,50%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Loay El Moussaoui,https://footystats.org/players/morocco/loay-el-moussaoui,"Ittihad TangerPosition : MidfielderNationality : MoroccoKit Number : #49GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #49GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #49GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,,40.0,7,479,68 min' per appearance,,6,1,3,0,0.0,1,0.19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,1,0.19,0.0,0.0,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,479 min' / assist,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,3,0,3,0.56,160 min' / card,3,43%,0,0.0,0,0.0,5,0.94,96 min',2,28%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Mohammed Ounajem,https://footystats.org/players/morocco/mohammed-ounajem,"Hassania AgadirNational Team : Wydad CasablancaPosition : Forward - Right WingNationality : MoroccoKit Number : #28Age : 34 (January 4, 1992)Height : 173cmWeight : 66kgAnnual Salary (Euros) : €90,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Forward - Right WingNationality : MoroccoKit Number : #28Age : 34 (January 4, 1992)Height : 173cmWeight : 66kgAnnual Salary (Euros) : €90,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #28Age : 34 (January 4, 1992)Height : 173cmWeight : 66kgAnnual Salary (Euros) : €90,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,34.0,75.0,8,568,71 min' per appearance,"€90,000",8,0,1,2,0.32,3,0.48,2,0.5,0,0.0,1.61,0.24,1.61,0.24,0,0,0,0,284 min' / goal,5,0.76,3/ 5,0.45,2/ 5,0.3,0 times,0.0,40.00%,60.00%,2.5,1,0.16,1.28,0.19,186,28.18,138/ 186,20.91,74.19%,11,1.67,41,6.21,11/ 41,1.67,26.83%,568 min' / assist,17,2.58,8.0,1.21,47.06%,4,0.61,1.0,0.15,3,0,3,0.48,189 min' / card,2,25%,6,0.91,13,1.97,4,0.63,142 min',0,0%,10,1.52,6,0.91,61,9.24,33,5.0,3,0.45,2,0.3,8,1.21,1,0.15,0,0.0,No Pens,0%,0,1,0,0,1,,,,,,,,
Wissam Ben Yedder,https://footystats.org/players/france/wissam-ben-yedder,"Wydad CasablancaNational Team : MonacoPosition : Forward - Centre ForwardNationality : FranceFoot : RightKit Number : #9Age : 35 (August 12, 1990)Height : 170cmWeight : 68kgGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","Forward - Centre ForwardNationality : FranceFoot : RightKit Number : #9Age : 35 (August 12, 1990)Height : 170cmWeight : 68kgGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","FranceFoot : RightKit Number : #9Age : 35 (August 12, 1990)Height : 170cmWeight : 68kgGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,35.0,77.0,6,225,38 min' per appearance,,3,3,3,1,0.4,1,0.4,0,0.0,1,0.52,1.12,0.45,1.12,0.45,0,0,0,0,225 min' / goal,6,2.39,3/ 6,1.19,3/ 6,1.19,0 times,0.0,16.67%,50.00%,6.0,0,0.0,0.22,0.09,89,35.44,65/ 89,25.88,73.03%,3,1.19,1,0.4,0/ 1,0.0,0.00%,No Assists,1,0.4,1.0,0.4,100.00%,5,1.99,1.0,0.4,0,0,0,0.0,No Bookings,0,0%,3,1.19,4,1.59,2,0.8,113 min',3,50%,2,0.8,0,0.0,23,9.16,10,3.98,3,1.19,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,84.21%,0,57,48,0,9,,,,,,,,
Youssef Belammari,https://footystats.org/players/morocco/youssef-belammari,"Al AhlyNational Team : MoroccoPosition : MidfielderNationality : MoroccoKit Number : #20Age : 27 (September 20, 1998)Annual Salary (Euros) : €920,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #20Age : 27 (September 20, 1998)Annual Salary (Euros) : €920,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #20Age : 27 (September 20, 1998)Annual Salary (Euros) : €920,000GeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,27.0,267.0,3,247,82 min' per appearance,,3,0,1,0,0.0,2,0.73,0,0.0,0,0.0,0.05,0.02,0.05,0.02,0,0,0,0,0 min' / goal,1,0.36,0/ 1,0.0,1/ 1,0.36,0 times,0.0,0.00%,0.00%,0.0,2,0.73,1.5,0.55,96,34.98,86/ 96,31.34,89.58%,3,1.09,7,2.55,1/ 7,0.36,14.29%,124 min' / assist,4,1.46,3.0,1.09,75.00%,1,0.36,0.0,0.0,0,0,0,0.0,No Bookings,0,0%,0,0.0,2,0.73,0,0.0,0 min',3,100%,1,0.36,1,0.36,13,4.74,6,2.19,0,0.0,3,1.09,3,1.09,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
Ayoub Maamouri,https://footystats.org/players/morocco/ayoub-maamouri,"Raja CasablancaPosition : MidfielderNationality : MoroccoKit Number : #24Age : 25 (December 1, 2000)Height : 170cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MidfielderNationality : MoroccoKit Number : #24Age : 25 (December 1, 2000)Height : 170cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons","MoroccoKit Number : #24Age : 25 (December 1, 2000)Height : 170cmGeneralGoals, xG, ShotsAssists & PassesDribblingCards & FoulsDefendingPenaltiesPast Seasons",,25.0,,7,268,38 min' per appearance,,2,5,1,1,0.34,1,0.34,1,0.68,0,0.0,0.58,0.19,-0.12,-0.04,0,0,0,0,268 min' / goal,0,0.0,0/ 0,0.0,0/ 0,0.0,0 times,0.0,0.00%,0.00%,0.0,0,0.0,0.64,0.21,0,0.0,0/ 0,0.0,0.00%,0,0.0,0,0.0,0/ 0,0.0,0.00%,No Assists,0,0.0,0.0,0.0,0.00%,0,0.0,0.0,0.0,1,0,1,0.34,268 min' / card,1,14%,0,0.0,0,0.0,0,0.0,0 min',7,100%,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,No Pens,No Pens,0,0,0,0,0,,,,,,,,
